****************************************
Report : report_global_slack
Design : s5378_bench
Version: K-2015.06-SP3-2
Date   : Wed Apr 14 01:49:00 2021
****************************************

       Max_Rise      Max_Fall   Point
           0.40          0.35   U559/A2
          -0.01          0.13   U559/ZN
           0.42          0.29   U568/A1
           0.21          0.07   U568/A2
           0.55          0.43   U568/A3
           0.07          0.21   U568/ZN
           0.22          0.08   U573/A
           0.08          0.22   U573/ZN
              *             *   U583/A1
              *             *   U583/A2
              *             *   U583/B1
              *             *   U583/B2
              *             *   U583/ZN
              *             *   U586/A1
              *             *   U586/A2
              *             *   U586/ZN
              *             *   U596/A1
              *             *   U596/A2
              *             *   U596/B1
              *             *   U596/B2
              *             *   U596/ZN
              *             *   U603/A1
              *             *   U603/A2
              *             *   U603/B1
              *             *   U603/B2
              *             *   U603/ZN
              *             *   U605/A1
              *             *   U605/A2
              *             *   U605/B1
              *             *   U605/B2
              *             *   U605/ZN
              *             *   U610/A1
              *             *   U610/A2
              *             *   U610/B1
              *             *   U610/B2
              *             *   U610/C1
              *             *   U610/C2
              *             *   U610/ZN
              *             *   U611/A1
              *             *   U611/A2
              *             *   U611/B1
              *             *   U611/B2
              *             *   U611/C1
              *             *   U611/C2
              *             *   U611/ZN
              *             *   U612/A1
              *             *   U612/A2
              *             *   U612/B1
              *             *   U612/B2
              *             *   U612/ZN
              *             *   U614/A1
              *             *   U614/A2
              *             *   U614/B1
              *             *   U614/B2
              *             *   U614/C1
              *             *   U614/C2
              *             *   U614/ZN
              *             *   U615/A1
              *             *   U615/A2
              *             *   U615/B1
              *             *   U615/B2
              *             *   U615/ZN
              *             *   U618/A1
              *             *   U618/A2
              *             *   U618/B1
              *             *   U618/B2
              *             *   U618/C1
              *             *   U618/C2
              *             *   U618/ZN
              *             *   U746/B1
              *             *   U746/B2
              *             *   U746/C1
              *             *   U746/C2
              *             *   U746/A
              *             *   U746/ZN
              *             *   U750/B1
              *             *   U750/B2
              *             *   U750/A
              *             *   U750/ZN
              *             *   U755/B1
              *             *   U755/B2
              *             *   U755/A
              *             *   U755/ZN
              *             *   U760/B1
              *             *   U760/B2
              *             *   U760/A
              *             *   U760/ZN
              *             *   U770/B1
              *             *   U770/B2
              *             *   U770/A
              *             *   U770/ZN
              *             *   U782/B1
              *             *   U782/B2
              *             *   U782/A
              *             *   U782/ZN
              *             *   U786/B1
              *             *   U786/B2
              *             *   U786/A
              *             *   U786/ZN
              *             *   U821/B1
              *             *   U821/B2
              *             *   U821/A
              *             *   U821/ZN
              *             *   U854/B1
              *             *   U854/B2
              *             *   U854/A
              *             *   U854/ZN
              *             *   U867/B1
              *             *   U867/B2
              *             *   U867/A
              *             *   U867/ZN
           0.45          0.52   U936/A1
           0.07          0.00   U936/A2
           0.07          0.00   U936/ZN
           0.68          0.63   U955/A1
          -0.01          0.07   U955/A2
           0.41          0.54   U955/A3
           0.63          0.69   U955/A4
          -0.01          0.07   U955/ZN
          -0.14         -0.05   U1028/A
          -0.05         -0.14   U1028/ZN
           0.15          0.22   n2640gat_reg/D
           0.72          0.79   n2640gat_reg/SI
              *             *   n2640gat_reg/SE
           0.48             *   n2640gat_reg/CK
              *             *   n2640gat_reg/SN
           0.74          0.80   n2640gat_reg/Q
           0.51          0.48   n2640gat_reg/QN
           0.13          0.06   n2626gat_reg/D
           0.74          0.80   n2626gat_reg/SI
              *             *   n2626gat_reg/SE
           0.13             *   n2626gat_reg/CK
              *             *   n2626gat_reg/SN
           0.74          0.80   n2626gat_reg/Q
           0.14          0.13   n2626gat_reg/QN
           0.13          0.07   n2490gat_reg/D
           0.74          0.80   n2490gat_reg/SI
              *             *   n2490gat_reg/SE
           0.15             *   n2490gat_reg/CK
              *             *   n2490gat_reg/SN
           0.15          0.21   n2490gat_reg/Q
           0.75          0.70   n2490gat_reg/QN
           0.14          0.08   n2622gat_reg/D
           0.74          0.80   n2622gat_reg/SI
              *             *   n2622gat_reg/SE
           0.22             *   n2622gat_reg/CK
              *             *   n2622gat_reg/SN
           0.74          0.80   n2622gat_reg/Q
           0.34          0.22   n2622gat_reg/QN
           0.13          0.07   n2630gat_reg/D
           0.74          0.80   n2630gat_reg/SI
              *             *   n2630gat_reg/SE
           0.40             *   n2630gat_reg/CK
              *             *   n2630gat_reg/SN
           0.40          0.42   n2630gat_reg/Q
           0.61          0.46   n2630gat_reg/QN
          -0.20         -0.08   n1121gat_reg/D
           0.74          0.80   n1121gat_reg/SI
              *             *   n1121gat_reg/SE
           0.28             *   n1121gat_reg/CK
              *             *   n1121gat_reg/SN
           0.73          0.80   n1121gat_reg/Q
           0.35          0.28   n1121gat_reg/QN
          -0.20         -0.08   n1072gat_reg/D
           0.74          0.80   n1072gat_reg/SI
              *             *   n1072gat_reg/SE
           0.27             *   n1072gat_reg/CK
              *             *   n1072gat_reg/SN
           0.73          0.79   n1072gat_reg/Q
           0.35          0.27   n1072gat_reg/QN
          -0.20         -0.08   n1035gat_reg/D
           0.74          0.80   n1035gat_reg/SI
              *             *   n1035gat_reg/SE
           0.29             *   n1035gat_reg/CK
              *             *   n1035gat_reg/SN
           0.73          0.80   n1035gat_reg/Q
           0.36          0.29   n1035gat_reg/QN
          -0.17         -0.05   n777gat_reg/D
           0.74          0.80   n777gat_reg/SI
              *             *   n777gat_reg/SE
           0.22             *   n777gat_reg/CK
              *             *   n777gat_reg/SN
           0.74          0.80   n777gat_reg/Q
           0.29          0.22   n777gat_reg/QN
          -0.20         -0.08   n1135gat_reg/D
           0.73          0.80   n1135gat_reg/SI
              *             *   n1135gat_reg/SE
           0.32             *   n1135gat_reg/CK
              *             *   n1135gat_reg/SN
           0.32          0.38   n1135gat_reg/Q
              *             *   n1135gat_reg/QN
          -0.20         -0.08   n931gat_reg/D
           0.69          0.77   n931gat_reg/SI
              *             *   n931gat_reg/SE
           0.33             *   n931gat_reg/CK
              *             *   n931gat_reg/SN
           0.33          0.38   n931gat_reg/Q
              *             *   n931gat_reg/QN
          -0.20         -0.08   n1282gat_reg/D
           0.74          0.80   n1282gat_reg/SI
              *             *   n1282gat_reg/SE
           0.31             *   n1282gat_reg/CK
              *             *   n1282gat_reg/SN
           0.31          0.38   n1282gat_reg/Q
              *             *   n1282gat_reg/QN
          -0.20         -0.08   n1045gat_reg/D
           0.73          0.80   n1045gat_reg/SI
              *             *   n1045gat_reg/SE
           0.33             *   n1045gat_reg/CK
              *             *   n1045gat_reg/SN
           0.33          0.39   n1045gat_reg/Q
              *             *   n1045gat_reg/QN
          -0.20         -0.08   n1197gat_reg/D
           0.71          0.78   n1197gat_reg/SI
              *             *   n1197gat_reg/SE
           0.63             *   n1197gat_reg/CK
              *             *   n1197gat_reg/SN
           0.63          0.68   n1197gat_reg/Q
              *             *   n1197gat_reg/QN
          -0.20         -0.08   n1226gat_reg/D
           0.72          0.79   n1226gat_reg/SI
              *             *   n1226gat_reg/SE
           0.28             *   n1226gat_reg/CK
              *             *   n1226gat_reg/SN
           0.73          0.79   n1226gat_reg/Q
           0.36          0.28   n1226gat_reg/QN
          -0.17         -0.05   n667gat_reg/D
           0.74          0.80   n667gat_reg/SI
              *             *   n667gat_reg/SE
           0.63             *   n667gat_reg/CK
              *             *   n667gat_reg/SN
           0.63          0.68   n667gat_reg/Q
              *             *   n667gat_reg/QN
          -0.17         -0.05   n553gat_reg/D
           0.72          0.79   n553gat_reg/SI
              *             *   n553gat_reg/SE
           0.22             *   n553gat_reg/CK
              *             *   n553gat_reg/SN
           0.74          0.80   n553gat_reg/Q
           0.27          0.22   n553gat_reg/QN
          -0.17         -0.05   n561gat_reg/D
           0.74          0.80   n561gat_reg/SI
              *             *   n561gat_reg/SE
           0.22             *   n561gat_reg/CK
              *             *   n561gat_reg/SN
           0.74          0.80   n561gat_reg/Q
           0.29          0.22   n561gat_reg/QN
          -0.17         -0.05   n659gat_reg/D
           0.72          0.79   n659gat_reg/SI
              *             *   n659gat_reg/SE
           0.23             *   n659gat_reg/CK
              *             *   n659gat_reg/SN
           0.74          0.80   n659gat_reg/Q
           0.30          0.23   n659gat_reg/QN
          -0.17         -0.05   n366gat_reg/D
           0.71          0.79   n366gat_reg/SI
              *             *   n366gat_reg/SE
           0.23             *   n366gat_reg/CK
              *             *   n366gat_reg/SN
           0.74          0.80   n366gat_reg/Q
           0.29          0.23   n366gat_reg/QN
          -0.17         -0.05   n322gat_reg/D
           0.71          0.79   n322gat_reg/SI
              *             *   n322gat_reg/SE
           0.23             *   n322gat_reg/CK
              *             *   n322gat_reg/SN
           0.74          0.80   n322gat_reg/Q
           0.27          0.23   n322gat_reg/QN
          -0.17         -0.05   n318gat_reg/D
           0.71          0.78   n318gat_reg/SI
              *             *   n318gat_reg/SE
           0.28             *   n318gat_reg/CK
              *             *   n318gat_reg/SN
           0.28          0.33   n318gat_reg/Q
              *             *   n318gat_reg/QN
          -0.17         -0.05   n314gat_reg/D
           0.71          0.79   n314gat_reg/SI
              *             *   n314gat_reg/SE
           0.27             *   n314gat_reg/CK
              *             *   n314gat_reg/SN
           0.27          0.32   n314gat_reg/Q
              *             *   n314gat_reg/QN
              *             *   n3117gat
              *             *   n3118gat
              *             *   n3119gat
              *             *   n3120gat
              *             *   n3121gat
              *             *   n3122gat
              *             *   n3123gat
              *             *   n3124gat
              *             *   n3130gat
              *             *   n3131gat
              *             *   n3132gat
              *             *   n3133gat
              *             *   n3134gat
              *             *   n3135gat
              *             *   n3136gat
              *             *   n3137gat
              *             *   U572/B1
              *             *   U572/B2
              *             *   U572/A
              *             *   U572/ZN
              *             *   U582/A
              *             *   U582/ZN
              *             *   U595/A
              *             *   U595/B
              *             *   U595/S
              *             *   U595/Z
              *             *   U608/A1
              *             *   U608/A2
              *             *   U608/B1
              *             *   U608/B2
              *             *   U608/ZN
              *             *   U745/B1
              *             *   U745/B2
              *             *   U745/A
              *             *   U745/ZN
              *             *   U820/A1
              *             *   U820/A2
              *             *   U820/ZN
           0.53          0.52   U961/A1
          -0.05         -0.14   U961/A2
          -0.14         -0.05   U961/ZN
           0.05         -0.03   U963/A1
           0.54          0.41   U963/A2
          -0.03          0.05   U963/ZN
           0.45          0.28   U1025/A1
           0.04         -0.06   U1025/A2
           0.47          0.42   U1025/A3
          -0.06          0.04   U1025/ZN
          -0.01          0.07   n2454gat_reg/D
           0.73          0.80   n2454gat_reg/SI
              *             *   n2454gat_reg/SE
          -0.07             *   n2454gat_reg/CK
              *             *   n2454gat_reg/SN
          -0.07         -0.07   n2454gat_reg/Q
           0.05         -0.04   n2454gat_reg/QN
           0.07          0.00   n2543gat_reg/D
           0.74          0.80   n2543gat_reg/SI
              *             *   n2543gat_reg/SE
           0.18             *   n2543gat_reg/CK
              *             *   n2543gat_reg/SN
           0.18          0.19   n2543gat_reg/Q
           0.61          0.46   n2543gat_reg/QN
          -0.01          0.13   n2634gat_reg/D
           0.71          0.78   n2634gat_reg/SI
              *             *   n2634gat_reg/SE
           0.46             *   n2634gat_reg/CK
              *             *   n2634gat_reg/SN
           0.46          0.51   n2634gat_reg/Q
           0.75          0.70   n2634gat_reg/QN
           0.08          0.22   n2040gat_reg/D
           0.72          0.79   n2040gat_reg/SI
              *             *   n2040gat_reg/SE
           0.70             *   n2040gat_reg/CK
              *             *   n2040gat_reg/SN
           0.72          0.70   n2040gat_reg/Q
              *             *   n2040gat_reg/QN
           0.07          0.21   n2021gat_reg/D
           0.74          0.80   n2021gat_reg/SI
              *             *   n2021gat_reg/SE
           0.33             *   n2021gat_reg/CK
              *             *   n2021gat_reg/SN
           0.33          0.35   n2021gat_reg/Q
              *             *   n2021gat_reg/QN
              *             *   n3125gat
              *             *   n3129gat
              *             *   n3141gat
              *             *   n3142gat
              *             *   n3145gat
           0.66          0.60   U553/C1
           0.63          0.69   U553/C2
          -0.14         -0.05   U553/A
           0.41          0.53   U553/B
          -0.05         -0.14   U553/ZN
              *             *   U581/A
              *             *   U581/B
              *             *   U581/S
              *             *   U581/Z
              *             *   U799/A1
              *             *   U799/A2
              *             *   U799/A3
              *             *   U799/ZN
          -0.06          0.04   n2025gat_reg/D
           0.73          0.79   n2025gat_reg/SI
              *             *   n2025gat_reg/SE
           0.70             *   n2025gat_reg/CK
              *             *   n2025gat_reg/SN
           0.74          0.80   n2025gat_reg/Q
           0.75          0.70   n2025gat_reg/QN
          -0.03          0.05   n1748gat_reg/D
           0.74          0.80   n1748gat_reg/SI
              *             *   n1748gat_reg/SE
           0.73             *   n1748gat_reg/CK
              *             *   n1748gat_reg/SN
           0.73          0.79   n1748gat_reg/Q
              *             *   n1748gat_reg/QN
          -0.06          0.04   n1456gat_reg/D
           0.74          0.80   n1456gat_reg/SI
              *             *   n1456gat_reg/SE
           0.73             *   n1456gat_reg/CK
              *             *   n1456gat_reg/SN
           0.73          0.79   n1456gat_reg/Q
              *             *   n1456gat_reg/QN
          -0.05         -0.14   U552/A
          -0.14         -0.05   U552/ZN
              *             *   U577/A1
              *             *   U577/A2
              *             *   U577/ZN
              *             *   U742/A1
              *             *   U742/A2
              *             *   U742/ZN
              *             *   U798/A1
              *             *   U798/A2
              *             *   U798/ZN
              *             *   n3139gat
              *             *   n3140gat
              *             *   n3143gat
              *             *   n3144gat
          -0.14         -0.05   n1871gat_reg/D
           0.74          0.80   n1871gat_reg/SI
              *             *   n1871gat_reg/SE
           0.12             *   n1871gat_reg/CK
              *             *   n1871gat_reg/SN
           0.13          0.12   n1871gat_reg/Q
              *             *   n1871gat_reg/QN

1
